Abnormality of taste sensation	HP:0000223
Medial thinning of eyebrow	None
Sparse medial eyebrow	None
Absent nail of big toe	None
Absent nail of hallux	None
Absent big toe nail	None
Keratinocyte vacuolization	None
Keratinocyte vacuolation	None
Vacuolated keratinocytes	None
Subepidermal blistering with cleavage in the lamina lucida	None
Lamina lucida cleavage	None
Blistering with junctional split	None
Junctional split	None
Palmar hyperlinearity	None
Sparse anterior scalp hair	None
Thin scalp hair at front of head	None
Sparse scalp hair at front of head	None
Exuberant granulation tissue	None
Overgranulation	None
Hypergranulating wound	None
Eczema	None
Eczematoid dermatitis	None
Peripheral cyanosis	None
Localised skin lesion	None
Localized skin lesion	None
Hiker's feet	None
Poorly formed palmar creases	None
Shallow palm line	None
Hypoplastic palmar creases	None
Shallow palmar creases	None
Decreased palmar creases	None
Dermatopathy	None
Dermopathy	None
Abnormality of the skin	None
Skin abnormality	None
Flat purpura	None
Macular purpura	None
Reduced epidermal plectin protein expression	None
Skin biopsy: plectin antibody staining abnormal or absent	None
Dermatoglyphic variants	None
Abnormality of hairline at front of head	None
Abnormality of the frontal hairline	None
Spongiosis	None
Abnormal location of eyebrows	None
Abnormal location of the eyebrow	None
Abnormally placed eyebrows	None
Hyperpigmentation of exposed areas	None
Increased pigmentation in sun-exposed areas	None
Hyperpigmentation in sun-exposed areas	None
Hypopigmented upper extremeity skin patches	None
Hypopigmented skin patches on arms	None
Patchy loss of skin colour on arms	None
Patchy loss of skin color on arms	None
Elongation of rete ridges	None
Rete ridge elongation	None
Rete ridges elongated	None
Absent nail of fifth finger	None
Absent fifth fingernail	None
Yellow skin plaque	None
Abnormal sebaceous gland morphology	None
Generalized anhidrosis	None
Generalised anhydrosis	None
Generalized anhydrosis	None
Generalized inability to sweat	None
Generalised anhidrosis	None
Generalised inability to sweat	None
Acute cutaneous wound	None
Fine, reticulate skin pigmentation	None
Absent skin pigmentation	None
Lack of skin coloration	None
Palmoplantar psoriasis	None
Palmoplantar scaling skin	None
Koenen's tumor	None
Ungual fibroma	None
Periungual fibroma	None
Koenen's tumour	None
Koenen tumor	None
Koenen tumour	None
Parungual fibromas	None
Generalised abnormality of skin	None
Generalized abnormality of skin	None
Cutaneous vasculitis	None
Vasculitis in the skin	None
Elevated terminal:vellus ratio	None
Stye of inner eyelid	None
Hordeolum internum	None
Red bump on inner eyelid	None
Onycholysis of toenails	None
Toenail onycholysis	None
Detachment of toenails	None
Intercrural pterygium	None
Localized epidermolytic hyperkeratosis	None
Localised epidermolytic hyperkeratosis	None
Neonatal wrinkled skin of hands and feet	None
Wrinkled skin of hands and feet in newborn	None
Freckles in groin region	None
Inguinal freckling	None
Melasma	None
Facial melanosis	None
Chloasma	None
Neutrophilic infiltration of the skin	None
Mucosal telangiectasiae	None
Male pattern baldness	None
Frontal balding	None
Port-wine stain on eyelid	None
Naevus flammeus of the eyelid	None
Short eyelashes	None
Decreased length of eyelashes	None
Mixed hypo- and hyperpigmentation of the skin	None
Clumping of elastic fibres in the dermis	None
Clumping of elastic fibers in the dermis	None
Monomorphic vesicular eruption	None
Cold-induced sweating	None
Small nails	None
Hypoplastic nail	None
Nail hypoplasia	None
Hypoplastic nails	None
Small nail	None
Abnormal fetal skin morphology	None
Ridged nails	None
Ridged nail	None
Grooved nails	None
Nail ridging	None
Longitudinal ridging	None
Absent cutis congenita of vertex	None
Aplasia cutis congenita of vertex	None
Aplasia cutis congenita over the scalp vertex	None
Telangiectasia of extensor surfaces	None
Chilblains	None
Chilblain lesions	None
Abnormal nail growth	None
Severe photosensitivity	None
Severe sun sensitivity	None
Dysseborrheic dermatitis	None
Seborrheic dermatitis	None
Seborrheic eczema	None
Seborrhea	None
Xanthomata	None
Yellow bumps of fatty deposits on skin	None
Xanthomatosis	None
Cutaneous osteosis	None
Osteomatosis	None
Miliary osteoma	None
Osteoma cutis	None
Atypical scarring	None
Atypical scarring of skin	None
Nail bed haemorrhage	None
Nail bed hemorrhage	None
Abnormal dermoepidermal hemidesmosome morphology	None
Multiple cutaneous malignancies	None
Thin hair	None
Fine hair texture	None
Fine hair shaft	None
Fine hair	None
Thin hair texture	None
Thinned hair	None
Thin hair shaft	None
Few cafe-au-lait spots	None
Follicular infundibulum tumor	None
Basal cell hamartoma with follicular differentiation	None
Follicular infundibulum tumour	None
Acrocyanosis	None
Persistent blue colour of hands or feet	None
Persistent blue color of hands or feet	None
Thin skin	None
Yellow skin	None
Icterus	None
Yellowing of the skin	None
Jaundice	None
Macrolunula	None
Nails: lunulae enlarged	None
Enlarged lunula	None
Herpetiform vesicles	None
Hypergranulosis	None
Livedoid dermatitis	None
Livedo	None
Poor hair growth	None
Slow-growing hair	None
Slow speed of hair growth	None
Slow growing hair	None
Slow rate of hair growth	None
Skin dimple over apex of long bone angulation	None
Beaked nails	None
Mole	None
Nevus	None
Nevi	None
Naevus	None
Naevi	None
Bleeding below the skin	None
Subcutaneous haemorrhage	None
Subcutaneous hemorrhage	None
Congenital giant melanocytic nevus	None
Giant pigmented hairy nevus	None
Giant pigmented nevus	None
Giant pigmented mole	None
Poikiloderma	None
Dermatoglyphic ridges abnormal	None
Facial hirsutism	None
Excessive face hair	None
Clumping of the keratin tonofilaments	None
Tonofilament clumping	None
Overgrowth and curving of fingernail	None
Onychogryphosis of fingernail	None
Hypoplastic fingernail	None
Small fingernail	None
Underdeveloped fingernail	None
Axillary apocrine gland hypoplasia	None
Wooly hair	None
Afro-textured hair	None
Nappy hair texture	None
Kinked hair	None
Woolly hair	None
Kinky hair texture	None
Abnormal keratinocyte morphology	None
Extension of eyebrows towards upper eyelid	None
Absent cutis congenita over parietal area	None
Aplasia cutis congenita over parietal area	None
Perifollicular hyperkeratosis	None
Serpiginous burrow	None
Contact dermatitis	None
Darier's sign	None
Reduced epidermal collagen IV alpha 5 chain staining	None
Tuberous xanthoma	None
Shagreen patch	None
Abnormal epidermal morphology	None
Abnormality of epidermal morphology	None
Increased subcutaneous truncal adipose tissue	None
Increased fat below the skin in trunk	None
Papilloma	None
Abnormal palmar dermal ridges	None
Anaemic pallor	None
Anemic pallor	None
Chronic candidiasis of mucosa, skin and nails	None
Chronic mucocutaneous candidiasis	None
Mucocutaneous candidiasis	None
Prominent eyelashes	None
Thick eyelashes	None
Preauricular fistulas	None
Preauricular sinus	None
Pit in front of the ear	None
Preauricular pits	None
Preauricular earpits	None
Ear pit	None
Preauricular pit	None
Easily breakable hair	None
Brittle hair	None
Reduced tensile strength of hair	None
Fractured hair	None
Fragile hair	None
Hand dimple	None
Hand dimples	None
Capillary malformation	None
Abnormal position of hair whorl	None
Abnormal location of hair swirl	None
Long eyelashes in irregular rows	None
Linear Hyperpigmentation along Blaschko's lines	None
Pruritis on abdomen	None
Oral blistering	None
Bullae of oral mucosa	None
Oral mucosal blisters	None
Blisters of mouth	None
Blebs of oral mucosa	None
Oral mucosa blisters	None
Numerous congenital melanocytic nevi	None
Loss of adipose tissue around the neck	None
Loss of fat around neck	None
Decreased adipose tissue around neck	None
Platonychia	None
Low anterior hairline	None
Low frontal hairline	None
Low-set frontal hairline	None
Palmar fingernail	None
Volar fingernail	None
Ventral fingernail	None
Malignant connective tissue tumor	None
Cancer of connective tissue	None
Malignant connective tissue tumour	None
Sarcoma	None
Altman type II sacrococcygeal teratoma	None
Intramuscular lipoma	None
Urinary tract neoplasia	None
Urinary tract neoplasm	None
Trophoblastic tumor	None
Trophoblastic tumour	None
Eye tumor	None
Neoplasm of the eye	None
Neoplasia of the eye	None
Eye tumour	None
Malignant ovarian granulosa cell tumor	None
Malignant ovarian granulosa cell tumour	None
Barret syndrome	None
Barrett oesophagus	None
Barrett's esophagus	None
Barrett's oesophagus	None
Barrett esophagus	None
Endobrachyesophagus	None
Parathyroid Cancer	None
Parathyroid carcinoma	None
Rhabdomyoma	None
Cholangiocarcinoma	None
Bile duct cancer	None
Renal urothelial carcinoma	None
Renal transitional cell carcinoma	None
renal TCC	None
Transitional renal cell carcinoma	None
Tufted hemangioma	None
Tufted angioma	None
Angioblastoma	None
Angioblastoma of Nakagawa	None
Progressive capillary hemangioma	None
Hypertrophic hemangioma	None
Malignant mesothelioma	None
Epithelial neoplasm	None
Face tumor	None
Facial neoplasm	None
Face tumour	None
Cutaneous melanoma	None
Follicular infundibulum tumor	None
Basal cell hamartoma with follicular differentiation	None
Follicular infundibulum tumour	None
Neoplasm of the lip	None
Tumour of the lip	None
Tumor of the lip	None
Neoplasia of the lip	None
Lip tumor	None
Lip tumour	None
Lung adenocarcinoma	None
Vascular hamartoma	None
Esophageal squamous papilloma	None
Zollinger-Ellison syndrome	None
Peripheral primitive neuroectodermal neoplasm	None
Osteoma	None
Orbital schwannoma	None
Perineal hemangioma	None
Supraglottic hemangioma	None
Myxoid subcutaneous tumors	None
Myxoid subcutaneous tumours	None
Papillary cystadenoma of the epididymis	None
Pleural mesothelioma	None
Pulmonary lymphoma	None
Leiomyosarcoma	None
Laryngeal papilloma	None
Laryngeal papillomatosis	None
Laryngeal papillomas	None
Testicular gonadoblastoma	None
Gonadoblastoma, male	None
Hodgkin lymphoma	None
Hodgkin disease	None
Hodgkin's lymphoma	None
Perilobar nephroblastomatosis	None
Peritoneal mesothelioma	None
Single lineage myelodysplasia	None
Adrenal neoplasia	None
Neoplasm of the adrenal gland	None
Lumbosacral hemangioma	None
Lumbar/sacral hemangioma	None
Breast intraductal papilloma	None
Basalioma of the outer ear	None
Prostate neoplasm	None
Neuroepithelial neoplasm	None
Chest hemangioma	None
Intrathoracic hemangioma	None
Myeloproliferative disorder	None
Rhabdoid tumor	None
Keratoacanthoma	None
Focal nodular hyperplasia	None
Hepatic focal nodular hyperplasia	None
Anaplastic large-cell lymphoma	None
Jaw neoplasm	None
Juvenile myelomonocytic leukaemia	None
Juvenile myelomonocytic leukemia	None
Esophageal neoplasm	None
Esophageal tumour	None
Esophageal tumor	None
Renal tumours	None
Kidney cancer	None
Neoplasia of the kidneys	None
Renal neoplasm	None
Renal neoplasia	None
Renal tumors	None
Odontogenic keratocysts of the jaw	None
Keratocysts of the jaw	None
Keratocystic odontogenic tumour	None
Keratocystic odontogenic tumor	None
Melanoma	None
Malignant melanoma	None
Cancer of skin pigment cells	None
Skin cancer (melanoma)	None
Fibroma	None
Vulvar hemangioma	None
Penis tumor	None
Penis tumour	None
Neoplasia of the penis	None
Neoplasm of the penis	None
Fatty tumors on the eyelids	None
Fatty tumours on the eyelids	None
Lipomas of eyelids	None
Verruca plana	None
Flat wart	None
Haematological neoplasm	None
Blood tumor	None
Blood tumour	None
Hematological neoplasm	None
Choroidal melanoma	None
Poroma	None
Uterine adenofibroma	None
Digestive system neoplasm	None
Ovarian fibroma	None
Adenomatous colonic polyposis	None
Multiple colonic adenomatous polyps	None
Multiple adenomatous colon polyps	None
Head and neck tumor	None
Neoplasm of head and neck	None
Head and neck tumour	None
Head and neck cancer	None
Vulvar intraepithelial neoplasia	None
Multiple intestinal polyps	None
Intestinal polyposis	None
Gastrointestinal polyps	None
Growths in inner lining of intestine	None
Tracheal papilloma	None
Anal margin Paget's disease	None
Mucinous neoplasm	None
Neoplasm of the pharynx	None
Neoplasia of the pharynx	None
Tumor of the pharynx	None
Tumour of the pharynx	None
Pharyngeal neoplasm	None
Painful noncancerous fat tissue tumor under the skin	None
Painful subcutaneous lipomas	None
Painful noncancerous fat tissue tumour under the skin	None
Vulvar melanoma	None
Capillary hemangioma	None
Capillary hemangiomata	None
Strawberry birthmark	None
Malignant GI tract tumors	None
Malignant GI tract tumours	None
Malignant gastrointestinal tract tumors	None
Malignant gastrointestinal tract tumours	None
Renal angiomyolipoma	None
Angiomyolipoma	None
Kidney angiomyolipoma	None
Testicular seminoma	None
Medullary thyroid carcinoma	None
Medullary thyroid cancer	None
Small intestinal polyposis	None
Small cell lung carcinoma	None
Oat cell lung cancer	None
Oat cell carcinoma of lung	None
Small cell lung cancer	None
Cardiac sarcoma	None
Adrenal carcinoma	None
Adrenocortical carcinoma	None
Adrenal gland carinoma	None
Neoplasm of the inner ear	None
Inner ear tumor	None
Inner ear tumour	None
Neoplasm of the heart	None
Cardiac neoplasia	None
Heart tumor	None
Heart tumour	None
Cardiac neoplasm	None
Vaginal neoplasia	None
Vaginal tumor	None
Vaginal tumour	None
Vaginal neoplasm	None
Anal margin squamous cell carcinoma	None
Alveolar cell carcinoma	None
Myeloid/lymphoid leukemia	None
Biphenotypic acute leukaemia	None
Biphenotypic acute leukemia	None
