Lower lip pit	HP:0000196
Subdural hemorrhage	None
Abnormal proportion of circulating T-helper cells	None
Abnormal helper T cell proportion	None
Defective B cell activation	None
Increased hepatitis B virus antibody level	None
Neutrophilia	None
Increased blood neutrophil counts	None
Abnormal number of granulocyte precursors	None
Retinal haemorrhage	None
Retinal haemorrhages	None
Retinal hemorrhage	None
Retinal hemorrhages	None
Retinal bleeding	None
Increased level of anti-seafood IgE antibody	None
Increased anti-seafood IgE antibody level	None
Bloody nose	None
Epistaxis	None
Nasal hemorrhage	None
Nose bleed	None
Nose bleeding	None
Nosebleed	None
Nasal haemorrhage	None
Frequent nosebleeds	None
Panhypogammaglobulinaemia	None
Panypogammaglobulinemia	None
Panhypogammaglobulinemia	None
Abnormal erythrocyte adenosine deaminase activity	None
Superficial thrombophlebitis	None
Increased proportion of CD19+CD27+IgD- cells	None
Increased proportion of class-switched memory B cells	None
Hypochromic anemia	None
Vocal cord paresis	None
Hoarse voice due to vocal cord paresis	None
Weakness of the vocal cords	None
Vocal cord paresis in severe cases	None
Laryngeal paralysis	None
Vocal cord paralysis	None
Inability to move vocal cords	None
Abnormality of the voice	None
Voice abnormality	None
Hoarseness	None
Hoarse voice	None
Husky voice	None
Nasal speech	None
Hypernasal voice	None
Nasal voice	None
Hypernasal speech	None
Weak cry	None
Hoarse cry	None
Inability to produce voice sounds	None
Dysphonia	None
Voice change	None
Quiet voice	None
Soft voice	None
Weak voice	None
Hypophonia	None
Aphonia	None
Loss of voice	None
Imperfect vocal cord adduction	None
Pseudobulbar paralysis	None
Pseudobulbar syndrome	None
Pseudobulbar palsy	None
Unilateral paralysis of the vocal cord	None
Unilateral vocal cord paralysis	None
Speech articulation difficulties	None
Laryngeal dystonia	None
Spasmodic dysphonia	None
Bilateral vocal cord paralysis	None
Unilateral vocal cord paresis	None
Bilateral vocal cord paresis	None
Abnormal cry	None
High-pitched cry	None
Staccato cry	None
Vocal cord dysfunction	None
Hyponasal speech	None
cat-like cry	None
cri de chat-associated cry	None
Cat cry	None
Pronunciation difficulties	None
Vowel expressive impediment	None
Consonant expressive impediment	None
Wet voice	None
Recurrent streptococcus pneumoniae infections	None
Computed tomographic halo sign	None
CT halo sign	None
Laryngeal papilloma	None
Laryngeal papillomatosis	None
Laryngeal papillomas	None
Floppy windpipe	None
Tracheomalacia	None
Bendopnea	None
Interstitial pneumonitis	None
Partial or complete collapse of part or entire lung	None
Atelectasis	None
Pulmonary atelectasis	None
Follicular bronchiolitis	None
Episodic upper airway obstruction	None
Rapid breathing	None
Hyperventilation	None
Croup	None
Laryngitis	None
Pseudocroup	None
Subglottic laryngitis	None
Spasmodic croup	None
Viral croup	None
Pleuritis	None
Pleurisy	None
Inflammation of tissues lining lungs and chest	None
Anomalous origin of right pulmonary artery from ascending aorta	None
Aspiration	None
Pulmonary aspiration	None
Abnormal aryepiglottic folds	None
Abnormal aryepiglottic fold morphology	None
Abnormality of the aryepiglottic fold	None
Pulmonary blood flow redistribution	None
Reduced FVC	None
Decreased forced vital capacity	None
Reduced forced vital capacity	None
Lung segmentation defects	None
Abnormal lung lobation	None
Abnormal pulmonary lobation	None
Defective lung lobation	None
Increased alveolar volume	None
Subglottic stenosis	None
Abnormal size of nasopharyngeal adenoids	None
Cartilaginous ossification of larynx	None
Bronchial cartilage hypoplasia	None
Underdevelopment of the bronical cartilage	None
Laryngeal obstruction	None
Scleroderma of lung	None
Bilateral basilar pulmonary fibrosis	None
Scleroderma lung disease	None
Lung disease with systemic sclerosis	None
Spontaneous neonatal pneumothorax	None
Neonatal pneumothorax	None
Abnormality of the pleura	None
Abnormal pleura morphology	None
Type 4 total anomalous pulmonary venous connection	None
Mixed total anomalous pulmonary venous connexion	None
Total anomalous pulmonary venous connection, mixed	None
Mixed total anomalous pulmonary venous connection	None
Abnormal pulmonary fissure count	None
Chest retractions	None
Intercostal retractions	None
Labored breathing	None
Respiratory difficulties	None
Breathing difficulties	None
Laboured breathing	None
Respiratory distress	None
Single-lobed right lung	None
Adenoiditis	None
Mass on thoracic imaging	None
Progressive inspiratory stridor	None
Barking cough	None
Seal-like barking cough	None
Primary pulmonary dysgenesis, unilateral	None
Unilateral primary pulmonary dysgenesis	None
Elevated FEV1	None
Elevated forced expiratory volume in one second	None
Scimitar syndrome	None
Pulmonary venolobar syndrome	None
Scimitar anomaly	None
Abnormal pulmonary situs morphology	None
Abnormality of pulmonary situs	None
Recurrent bacterial upper respiratory tract infections	None
Recurrent bacterial URI	None
Bronchial wall thickening	None
Peribronchial cuffing	None
Peribronchial thickening	None
Absent respiratory ciliary axoneme radial spokes	None
Combined cystic and ground-glass pattern on pulmonary HRCT	None
Type 1 congenital pulmonary airway malformation	None
Recurrent viral pneumonia	None
Absent pulmonary artery	None
Absent lung artery	None
Missing pulmonary artery	None
Pulmonary granulomatosis	None
Rhonchi	None
Paroxysmal nocturnal dyspnea	None
Abnormality of muscles of the pharynx	None
Abnormality of pharynx musculature	None
Abnormal morphology of musculature of pharynx	None
Abnormality of pharyngeal musculature	None
Abnormality of musculature of pharynx	None
Middle mediastinal mass	None
Decreased alveolar volume	None
Nodular septal thickening on pulmonary HRCT	None
Tracheal duplication cyst	None
Abnormality of lung artery	None
Abnormality of the pulmonary artery	None
Multiple pulmonary infections	None
Recurrent pulmonary infections	None
Pneumonia, recurrent episodes	None
Recurrent pneumonia	None
pulmonary infections, recurrent	None
Pulmonary infection	None
Pneumonia, recurrent	None
Pulmonary infections	None
Abnormal breath sound	None
Abnormal lung auscultation finding	None
Bilateral pulmonary agenesis	None
Absent lungs	None
Bilateral lung agenesis	None
Pulmonary sequestration	None
Cystic lung lesion	None
Bronchopulmonary sequestration	None
Increased sputum production	None
Increased phlegm	None
Pharyngeal myxoma	None
Bronchogenic cyst	None
Laryngomalacia	None
Softening of voice box tissue	None
Pulmonary arterial medial hypertrophy	None
Hypertrophy of the pulmonary artery wall	None
Abnormal RV/TLC ratio	None
Abnormal ciliary motility	None
Bronchitis	None
Pulmonary Langerhans cell histiocytosis	None
Mosaic attenuation pattern in lung	None
Beaded septum sign	None
Abnormal pharynx physiology	None
Cavitating pulmonary nodule	None
Caseating pulmonary granulomatosis	None
Necrotizing pulmonary granulomatosis	None
Pulmonary interstitiatial HRCT abnormality	None
Pulmonary interstitial high-resolution computed tomography abnormality	None
Pulmonary hamartoma	None
Pulmonary artery sling	None
Glycogen accumulation in pulmonary interstitial cells	None
Bifid epiglottis	None
Perivascular inflammation of arterioles in the pulmonary circulation	None
Perivascular inflammation of pre-capillary pulmonary arteries	None
Perivascular pre-capillary pulmonary artery inflammation	None
Tracheal rupture	None
Tracheal bleeding	None
Tracheal hemorrhage	None
Acute infectious pneumonia	None
Calcified pulmonary nodule	None
Ciliary dyskinesia	None
Lack of coordinated beating of respiratory cilia	None
Absent lung vessels	None
Agenesis of pulmonary vessels	None
Bronchocentric granulomatosis	None
Accessory cardiac bronchus	None
Insufficient response to short acting pulmonary vasodilator	None
Bronchus suis	None
Pig bronchus	None
Displaced lobar tracheal bronchus	None
Laryngeal cartilage malformation	None
Vocal impairment, severe, due to laryngeal cartilage abnormalities	None
Alveolar septal thickening	None
Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT	None
Laryngeal cyst	None
Neonatal inspiratory stridor	None
Decreased size of nasopharyngeal adenoids	None
Shortness of breath	None
Difficulty breathing	None
Dyspnea	None
Breathing difficulty	None
Panting	None
Trouble breathing	None
Dyspnoea	None
Difficult to breathe	None
Abnormal breathing	None
Fibrotic non-specific interstitial pneumonia	None
Sputum eosinophilia	None
Sleep hypoxemia	None
Nocturnal hypoxemia	None
Sleep-related hypoxemia	None
Sinus infection	None
Sinus inflammation	None
Sinus disease	None
Sinusitis	None
Laryngotracheal stenosis	None
Pharyngodynia	None
Throat discomfort	None
Pharyngalgia	None
Throat pain	None
Sore throat	None
Pulmonary arterial hypertension with positive acute response to NO challenge	None
Smoker-inclusions in alveolar macrophages	None
Traction bronchiectasis	None
Respiratory impairment	None
Respiratory insufficiency	None
Respiratory function loss	None
Weakness of muscles of respiration	None
Diffuse alveolar damage	None
Decreased sensitivity to hypoxaemia	None
Decreased sensitivity to hypoxemia	None
Laryngeal carcinoma	None
Laryngeal cancer	None
Cancer of the larynx	None
Lung xanthoma	None
Pulmonary xanthoma	None
Pulmonary xanthomatosis	None
Interlobular septal thickening	None
Septal lines (pulmonary CT finding)	None
Interlobular septal thickening on pulmonary HRCT	None
Septal thickening (pulmonary CT finding)	None
Interlobular lines (pulmonary CT finding)	None
Peripheral lines (pulmonary CT finding)	None
Short lines (pumonary CT finding)	None
Lithoptysis	None
Pulmonary arterial atherosclerosis	None
Abnormal trachea morphology	None
Abnormality of the trachea	None
Abnormal tracheal morphology	None
Tracheal disease	None
Irreversible airflow obstruction	None
Irreversible pulmonary obstruction	None
CTRD	None
Complete tracheal ring	None
Complete tracheal ring deformity	None
Complete tracheal rings	None
Abnormality of nasopharyngeal adenoids	None
Abnormal nasopharyngeal adenoid morphology	None
Abnormality of adenoids	None
Abnormality of pharyngeal tonsil	None
Abnormality of nasopharyngeal tonsil	None
Abnormal O2 blood concentration	None
Abnormal blood O2 level	None
Abnormal blood oxygen levels	None
Abnormal blood oxygen level	None
Bronchomalacia	None
Total anomalous pulmonary venous connection	None
Total anomalous pulmonary venous drainage	None
Total anomalous pulmonary venous return	None
Episodic respiratory distress	None
respiratory distress, episodic	None
Episodic difficulty breathing	None
Lung infiltrates	None
Pulmonary infiltrates	None
Pulmonic infiltration	None
Congenital cystic disease of the lung	None
Cystic adenomatoid lung disease	None
Congenital cystic adenomatoid malformation of the lung	None
Congenital pulmonary airway malformation	None
Congenital cystic adenomatoid malformation	None
CCAM	None
NSIP	None
Temporally uniform pulmonary inflammation	None
Nonspecific interstitial pneumonia	None
Nonspecific interstitial pneumonitis	None
Centrilobular ground-glass opacification on pulmonary HRCT	None
Centrilobular groundglass opacification	None
Centrilobular groundglass opacity	None
Pneumonia	None
Cartilaginous tracheobronchomalacia	None
Cartilaginous malacia	None
Tracheal bronchus	None
Partial anomalous pulmonary venous connection	None
Partial anomalous pulmonary venous return	None
Juxtaphrenic peak	None
Hyperpnea, episodic	None
Episodic tachypnea	None
Abnormality of cricoid cartilage	None
Abnormal cricoid cartilage morphology	None
Pleural incrassation	None
Pleural thickening	None
Posterior pharyngeal cleft	None
Bronchomegaly	None
Low nasal nitric oxide level	None
Decreased nasal nitric oxide	None
Increased airway neuroendocrine cells	None
Signet ring sign	None
Solid pulmonary nodule	None
Crazy-paving pattern	None
Crazy paving pattern	None
Crazy paving pattern on pulmonary HRCT	None
Dust particle inclusion in alveolar macrophages	None
Repeated pneumothorax	None
Repeated pneumothoraces	None
Laryngeal stridor	None
Laryngeal stidor	None
Laryngeal edema	None
Laryngeal oedema	None
Fat embolism	None
Pulmonary fat embolism	None
Congenital alveolar dysplasia	None
Central hypoventilation	None
Inferior mediastinal mass	None
Opacified paranasal sinuses	None
Paranasal sinuses opacification	None
Paranasal sinuses opacified	None
Tracheobronchial leiomyomatosis	None
Breath-holding spell	None
Large cell lung carcinoma	None
bone larynx	None
Fractured larynx	None
Pulmonary alveolar proteinosis	None
Intraalveolar phospholipid accumulation	None
Alveolar proteinosis	None
Detection of PAS-positive extracellular material in broncho-alveolar lavage	None
Anomalous pulmonary venous return	None
