Abnormality of body height	HP:0000002
Oat cell lung cancer	None
Oat cell carcinoma of lung	None
Small cell lung cancer	None
Abnormal respiratory system physiology	None
Abnormal respiration	None
Impaired pulmonary function	None
Functional respiratory abnormality	None
Respiratory problem	None
Anomalous origin of right pulmonary artery from ascending aorta	None
Exercise-induced asthma	None
Episodic upper airway obstruction	None
Beaded septum sign	None
Irregular respiratory rhythm	None
Irregular respiration	None
Abnormality of the pleura	None
Abnormal pleura morphology	None
Abnormal residual volume	None
Increased airway neuroendocrine cells	None
Pulmonary artery adventitial fibrosis	None
Collapsed lung	None
Pneumothorax	None
Tracheal bronchus	None
Pulmonary capillary angioectasia	None
Partial anomalous pulmonary venous connection	None
Partial anomalous pulmonary venous return	None
CTRD	None
Complete tracheal ring	None
Complete tracheal ring deformity	None
Complete tracheal rings	None
Abnormal larynx physiology	None
Bifid epiglottis	None
Congenital laryngeal stridor	None
Increased KCO	None
Reduced forced expiratory volume in one second	None
Reduced FEV1	None
Decreased pulmonary fissure count	None
Reduced pulmonary fissure count	None
Aspiration pneumonia	None
Aplastic/Hypoplastic nasopharyngeal adenoids	None
Adenoids small or absent	None
Orthodeoxia	None
Pulmonary mass	None
Abnormality of the bronchi	None
Abnormal bronchus morphology	None
Crackles	None
Crepitations	None
Rales	None
Decreased KCO	None
Diffuse reticular or finely nodular infiltrations	None
Postcapillary pulmonary hypertension	None
Post-capillary pulmonary hypertension	None
Sleep hypoxemia	None
Nocturnal hypoxemia	None
Sleep-related hypoxemia	None
Elevated bronchoalveolar lavage fluid eosinophil proportion	None
Cavitating pulmonary mass	None
Diphtheroid membranes	None
Cellular airway casts	None
Pseudomembranes	None
Type I airway casts	None
Fibrin casts	None
Decreased post bronchodilator forced expiratory volume in one second	None
Decreased post-bronchodilator forced expiratory volume in one second	None
Decreased postbronchodilator forced expiratory volume in one second	None
Abnormal tracheobronchial morphology	None
Tracheobronchial anomalies	None
Parenchymal consolidation	None
Hypopnea	None
Shallow breathing	None
Abnormality of muscles of the pharynx	None
Abnormality of pharynx musculature	None
Abnormal morphology of musculature of pharynx	None
Abnormality of pharyngeal musculature	None
Abnormality of musculature of pharynx	None
Exudative pleural effusion	None
Congenital cystic disease of the lung	None
Cystic adenomatoid lung disease	None
Congenital cystic adenomatoid malformation of the lung	None
Congenital pulmonary airway malformation	None
Congenital cystic adenomatoid malformation	None
CCAM	None
Respiratory insufficiency due to defective ciliary clearance	None
Localized pulmonary hemorrhage	None
Localised pulmonary haemorrhage	None
Recurrent bronchitis	None
Bronchitis, recurrent	None
Irreversible airflow obstruction	None
Irreversible pulmonary obstruction	None
Pulmonary parenchymal band	None
Hypertrophy of frontal sinus	None
Large frontal sinus	None
Prominent frontal sinuses	None
Hyperplasia of frontal sinus	None
Increased volume of frontal sinus	None
Increased size of frontal sinus	None
Rhonchi	None
Recurrent pharyngitis	None
Recurrent sore throat	None
Pharyngitis, recurrent	None
Abnormal pulmonary interstitial morphology	None
Interstitial pulmonary disease	None
Interstitial lung disease	None
Abnormal lung parenchyma morphology	None
Abnormality in area between air sacs in lung	None
Abnormal mucociliary transport	None
Abnormal mucociliary clearance	None
Bronchiolectasia	None
Bronchiolectasis	None
Intraalveolar nodular calcifications	None
Decreased breath sounds	None
Diminished breath sounds	None
Hyperpolarized transepithelial nasal potential difference	None
Paranasal sinus neoplasm	None
Neoplasm of the paranasal sinuses	None
Tumour of the paranasal sinuses	None
Tumor of the paranasal sinuses	None
Laryngeal papilloma	None
Laryngeal papillomatosis	None
Laryngeal papillomas	None
Pulmonary fibrosis	None
Shortened outer dynein arms	None
Solid pulmonary nodule	None
Recurrent infections due to aspiration	None
Absent respiratory ciliary axoneme radial spokes	None
Low nasal nitric oxide level	None
Decreased nasal nitric oxide	None
Recurrent chest infections	None
Chronic lung infections	None
Lower respiratory tract infections	None
Recurrent lower respiratory tract infections	None
Congenital bronchial atresia	None
Bronchial atresia	None
Neoplasm of the trachea	None
Tracheal neoplasm	None
Tracheal rupture	None
Nodular-centrilobular without tree-in-bud pattern on pulmonary HRCT	None
Abnormal bronchus physiology	None
Absent inner and outer dynein arms	None
Hypoventilation	None
Under breathing	None
Respiratory depression	None
Alveolar hypoventilation	None
Slow breathing	None
Abnormal RV/TLC ratio	None
Type 1 congenital pulmonary airway malformation	None
Night gasping	None
Centriacinar emphysema	None
Centrilobular emphysema	None
Mosaic attenuation pattern in lung	None
Laryngeal cyst	None
Abnormal bronchoalveolar fluid protein level	None
Abnormal biochemical composition of broncho-alveolar fluid	None
Abnormal level of proteins in the broncho-alveolar fluid	None
Partial or complete collapse of part or entire lung	None
Atelectasis	None
Pulmonary atelectasis	None
Cough with mucus production	None
Wet cough	None
Productive cough	None
Laryngeal stridor	None
Laryngeal stidor	None
Pulmonary artery vasoconstriction	None
Type II pneumocyte hypertrophy	None
Hypertrophic alveolar type II cells	None
Hypertrophic alveolar type II pneumocytes	None
Abnormal bronchoalveolar lavage fluid morphology	None
Abnormality of hypopharynx	None
Abnormality of lower pharynx	None
Abnormal hypopharynx morphology	None
bone larynx	None
Fractured larynx	None
Pulmonary interstitial thickening	None
Missing sinuses	None
Absence of paranasal sinuses	None
Missing paranasal sinuses	None
Aplasia of paranasal sinuses	None
Absent paranasal sinuses	None
Cheyne-Stokes respiration	None
Periodic respiration	None
Cheyne-Stokes breathing	None
Absent/small lungs	None
Aplasia/Hypoplasia of the lungs	None
Absent/underdeveloped lungs	None
Bronchial diverticula	None
Decreased pneumatization of frontal sinus	None
Decreased volume of frontal sinuses	None
Underdeveloped frontal sinuses	None
Hypoplastic frontal sinuses	None
Small frontal sinuses	None
Hypotrophic frontal sinus	None
Neoplasm of the pharynx	None
Neoplasia of the pharynx	None
Tumor of the pharynx	None
Tumour of the pharynx	None
Pharyngeal neoplasm	None
Mediastinal mass	None
Inspiratory crackles	None
Nocturnal hypopnea	None
Nocturnal hypoventilation	None
Nocturnal under breathing	None
Hypoventilation during sleep	None
Nocturnal slow breathing	None
Reduced residual volume	None
Reduced TLC	None
Reduced total lung capacity	None
Pleural incrassation	None
Pleural thickening	None
Anteroposteriorly shortened larynx	None
Central hypoventilation	None
Coughing	None
Cough	None
Mucin casts	None
Acellular airway casts	None
Type II airway casts	None
Continuous diaphragm sign	None
Air bronchogram	None
Habitual mouth breathing	None
Abnormal cell differential of broncho-alveolar fluid	None
Abnormal cellular composition of bronchoalveolar fluid	None
Pulmonary opacity	None
Congenital alveolar dysplasia	None
Decreased pre bronchodilator forced vital capacity	None
Decreased prebronchodilator forced vital capacity	None
Decreased pre-bronchodilator forced vital capacity	None
Abnormal pulmonary alveolar system morphology	None
Mosaic attenuation pattern on pulmonary HRCT	None
Interstitial emphysema	None
Apneic episodes in infancy	None
Hyperoxemia	None
Subpleural curvilinear line	None
Absent inner dynein arms	None
Laryngotracheoesophageal cleft i	None
Laryngeal cleft	None
Laryngotracheal cleft	None
Pulmonary pneumatocele	None
Pulmonary pneumatocoele	None
Unusual lung shape	None
Abnormality of the lungs	None
Lung disease	None
Abnormal lung morphology	None
Abnormally shaped lung	None
Abnormality of lung structure	None
Pulmonary artery atresia	None
Atresia of the pulmonary artery	None
Pulmonary atresia	None
Type 2 congenital pulmonary airway malformation	None
Misalignment of the pulmonary veins	None
Acute respiratory distress syndrome	None
ARDS	None
Nodular pattern on pulmonary HRCT	None
In situ pulmonary artery thrombosis	None
Aplasia/Hypoplasia involving the sinuses	None
Abnormal toenail development	None
Dysplastic toenails	None
Toenail dysplasia	None
Palmar pits	None
Cutaneous melanoma	None
Axillary freckling	None
Choroid plexus papilloma	None
Spider veins of the tongue	None
Lingual telangiectasia	None
Lingual angioectasias	None
Angioectasias of the tongue	None
Tongue telangiectasia	None
Patch of white hair	None
Poliosis	None
White patch	None
Abnormal eyelashes	None
Abnormal eyelash morphology	None
Eyelash abnormality	None
Abnormality of the eyelashes	None
White part of hair above forehead	None
White forelock	None
Poliosis of forelock hair	None
Poliosis of anterior hair	None
Epidermal hyperkeratosis	None
Hyperkeratosis	None
Brittle scalp hair	None
Abnormal dermis morphology	None
Abnormal dermoepidermal hemidesmosome morphology	None
Chalazion	None
Meibomian gland lipogranuloma	None
Atypical neurofibromatosis	None
Hyperpigmented nodule	None
Punctate vasculitis skin lesions	None
Reticulate hyperpigmentation of the flexures	None
Flexural reticulate hyperpigmentation	None
Reticular pigmented anomaly of the flexures	None
Erythema marginatum	None
Wrinkled skin	None
Premature skin wrinkling	None
Thin eyebrows	None
Thin eyebrow	None
Absent lanugo	None
Thin hair	None
Fine hair texture	None
Fine hair shaft	None
Fine hair	None
Thin hair texture	None
Thinned hair	None
Thin hair shaft	None
Pterygium cubitale	None
Antecubital pterygium	None
Webbed elbow	None
Chronic candidiasis of mucosa, skin and nails	None
Chronic mucocutaneous candidiasis	None
Mucocutaneous candidiasis	None
Skin abscess	None
Cutaneous abscess	None
Pyoderma gangrenosum	None
Blistering by anatomical location	None
Aberrant melanosome maturation	None
Erysipelas	None
St. Anthony's Fire	None
Deep-set nails	None
Cyst of the eyelid	None
Lesion of the eyelid	None
Eyelid mass	None
Eyelid bump	None
Generalised erythroderma	None
Generalised erythrodermia	None
Generalized erythroderma	None
Red scaly skin caused by inflammatory skin disease	None
Erythroderma	None
Generalized erythrodermia	None
Exfoliative dermititis	None
Discoid eczema	None
Nummular dermatitis	None
Nummular eczema	None
Boil	None
Furuncle	None
Mole	None
Nevus	None
Nevi	None
Naevus	None
Naevi	None
Abnormal palmar dermatoglyphics	None
Accumulation of melanosomes in melanocytes	None
Positive lupus band test	None
Lupus band test positive	None
Cutaneous APUDoma	None
Neuroendocrine tumor of the skin	None
Neuroendocrine carcinoma of the skin	None
Merkel cell cancer of the skin	None
Primary undifferentiated carcinoma of the skin	None
Anaplastic carcinoma of the skin	None
Neuroendocrine tumour of the skin	None
Primary small cell carcinoma of the skin	None
Merkel cell skin cancer	None
Abnormal probe-to-bone test	None
Positive probe-to-bone test	None
Excess skin in infancy	None
Redundant skin in infancy	None
Slow-growing scalp hair	None
Recurrent cutaneous pyogenic infections	None
Recurrent episodes of impetigo	None
Recurrent bacterial skin infections	None
Recurrent pyogenic skin infections	None
Recurrent episodes of infectious dermatitis	None
Cleavage at junction of stratum corneum and stratum granulosum	None
Honeycomb palmoplantar hyperkeratosis	None
Melasma	None
Facial melanosis	None
Chloasma	None
Genital blistering	None
Subungual fibroma	None
Subungual fibromas	None
Cyanosis	None
Blue discoloration of the skin	None
Onycholysis of toenails	None
Toenail onycholysis	None
Detachment of toenails	None
Absent dermoepidermal hemidesmosomes	None
Skin adnexal tumor	None
Skin appendage neoplasm	None
Skin adnexal tumour	None
Skin adnexal neoplasm	None
Livedo racemosa	None
Pruritis on hand	None
Multiple pterygia	None
Patchy hypopigmentation of hair	None
Wide lateral eyebrow	None
Lateral eyebrow flare	None
Broad lateral eyebrow	None
Aplastic nails	None
Absent nails	None
Anonychia	None
Congenital giant melanocytic nevus	None
Giant pigmented hairy nevus	None
Giant pigmented nevus	None
Giant pigmented mole	None
Hypertrichosis	None
Excessive hair growth	None
Increased hair growth on body	None
Single trichilemmoma	None
Skin rash	None
Rash	None
Perivascular dermis hyaline deposition	None
Abnormal skin morphology	None
Abnormality of skin morphology	None
Abnormal skin structure	None
Varicose eczema	None
Stasis dermatitis	None
Venous eczema	None
Dermoid cyst	None
Excessive skin wrinkling on back of hands and fingers	None
Excessive skin wrinkling on dorsum of hands and fingers	None
Multiple palm lines	None
Multiple palmar creases	None
Upward angulation of nail	None
Upslanting nail	None
Ski jump nail	None
Cutaneous leiomyomas	None
Cutaneous leiomyoma	None
Cutaneous leiomyomata	None
